Site,Topic,Polarity,Comment,Article URL
Deseret,Politics,0.5994,"What you mean is its good to see President Trump doing his job cleaning up the hot messes Joe Biden created.",https://www.deseret.com/politics/2025/04/07/us-supreme-court-temporarily-pauses-return-maryland-deportee/
Deseret,Politics,0.8834,"yes, Trump is said to be a KGB agent of Russia.  His dealings with Putin reinforces this premise.An ex-KGB spy has claimed that Donald Trump was recruited as a Russian asset over 40 years ago, operating under the codename 'Krasnov'. The claim first surfaced in a Facebook post by ex-KGB officer Alnur Mussayev and such claims escalated further after Twitter user @anthony7andrews put together a thread of 'evidence' to back the allegation.""Now that it’s been revealed that Trump has been a Russian asset for 40 years named Krasnov by the FSB, I will write a simple thread of various pieces of information that solidifies the truth of everything I’ve written. Please read and share.""Andrew Marr is joined by former spy chief Sir David Omand, who weighs in on the conspiracy.Listen to the full show on Global Player: <a href=""https://app.af.globalplayer.com/Br0x/"" target=""_blank"" rel=""noopener noreferrer ugc"" class=""coral-comment-content-link"">https://app.af.globalplayer.com/Br0x/...",https://www.deseret.com/u-s-world/2025/04/11/court-allows-deportation-of-columbia-student-linked-to-anti-israel-rallies/
Deseret,Politics,0.0,"He's not a citizen. ",https://www.deseret.com/politics/2025/04/11/us-supreme-court-orders-trump-administration-return-el-salvador-deportee/
Deseret,Politics,0.3612,"Personally, I more concerned with people actually in government like C. Thomas and Alito ",https://www.deseret.com/politics/2025/04/08/hunter-biden-gives-up-law-license-burisma-ties-come-to-light/
Deseret,Politics,-0.2168,"So, if I start a blog, can I demand entrance? Who decides how many can enter?",https://www.deseret.com/politics/2025/04/08/trump-restores-the-associated-presss-white-house-access/
Deseret,Politics,-0.6486,"It's also a good time to remember that a guy with cognitive decline brought us into record stock prices and record low unemployment. The new guy destroyed it in under two months.",https://www.deseret.com/u-s-world/2025/04/10/new-books-insight-to-biden-2024/
Deseret,Politics,-0.9022,"So, to fix the system, just stop mining and lay off the workers which will have a domino effect on the entire county and beyond.I agree that the system makes no sense, recognizing that neither of us know the exact details of the operation, but just to ""throw the baby out with the bath water"" makes no sense either.Multiply this sledgehammer plan all across the US with thousands of businesses and you have a recession or worse.",https://www.deseret.com/politics/2025/04/09/how-far-will-republicans-go-for-trump/
Deseret,Politics,-0.4535,"If Trump’s plan is to make the American dollar so weak that we have no choice but to buy things from other Americans, it is working.",https://www.deseret.com/u-s-world/2025/04/10/trumps-recent-cabinet-meeting/
Deseret,Politics,-0.0258,"They are corrupted. Blind squirrel finds a nut. I can accept that unlike maga. ",https://www.deseret.com/politics/2025/04/11/us-supreme-court-orders-trump-administration-return-el-salvador-deportee/
Deseret,Politics,0.875,"The rule of law is a principle, one that Trump has never in his life respected.  This has been clear for all to see if they wanted to.  Or cared.  Insisting that a president not be allowed to act like a mob boss isn't partisan.  It's patriotic.",https://www.deseret.com/politics/2025/04/10/trump-executive-order-susman-godfrey-miles-taylor-christopher-krebs/
Deseret,Politics,0.0,"Exactly.",https://www.deseret.com/politics/2025/04/10/republicans-block-noncitizens-from-voting/
Deseret,Politics,-0.5859,"So most men knew all this in addition to 2020 election stolen, vaccines do not work, border wide open, only women get pregnant, Blm and antifa are communiss, Russia collusion hoax, Hunter laptop real. Feel free to add to the list of lies being told to the American people.",https://www.deseret.com/u-s-world/2025/04/10/new-books-insight-to-biden-2024/
Deseret,Politics,0.7579,"Donald Trump's supporters have a servile obligation to praise everything their cult leader does. That's part and parcel of what a cult leader is all about — narcissistic self-aggrandizement.",https://www.deseret.com/politics/2025/04/09/how-far-will-republicans-go-for-trump/
Deseret,Politics,-0.1119,"So are you okay with a president arbitrarily invoking emergency powers?",https://www.deseret.com/politics/2025/04/07/white-house-threaten-veto-over-tariffs/
Deseret,Politics,0.0,"You could listen to the podcast.  What I have heard was Smith saying he hasn't been to Israel/Gaza and that what he says is his opinion, but I didn't hear a lot of proof or investigation into the issue.  So there really didn't seem to be a lot for them to say.",https://www.deseret.com/politics/2025/04/11/what-was-said-on-the-joe-rogan-dave-smith-douglas-murray-podcast/
Deseret,Politics,0.6351,"you cannot talk common sense to these people......you need to talk more crazy!China, good.....China tariff America, good.......China rip off America, good. Trump tariff China, bad......China currency manipulation, good. It's the only thing they get!",https://www.deseret.com/politics/2025/04/11/john-curtis-stay-strong-on-china-tariffs/
Deseret,Politics,0.6124,"That is an outstanding display of pure IGNORANCE.But it IS",https://www.deseret.com/politics/2025/04/08/mike-lee-block-union-activities-on-official-time/
Deseret,Politics,0.6597,"This is the desired agenda by several of our regular posters. And good luck getting any of the progressives to actually condemn this. ",https://www.deseret.com/politics/2025/04/09/colorado-bill-calls-misgendering-children-coercive-control-and-family-violence/
Deseret,Politics,0.0,"Fact is fact Catholics do charge  for their services.",https://www.deseret.com/faith/2025/04/07/catholic-church-ending-refugee-partnership-trump-administration/
Deseret,Politics,-0.5207,"2 bits,The rich don't pay much in taxes on AGI.  As FJSL said, they have the ability to move most of their money to areas where there is no tax, a delayed tax, or a limited tax.  The Trump cuts also hurt my ability itemize my taxes.  So the rate reductions did not help me, me because of the change to the itemization rules.",https://www.deseret.com/politics/2025/04/09/republicans-delay-tax-reconciliation-bill/
Deseret,Politics,0.0,"he was ordered deported a few years ago due to gang affiliation.",https://www.deseret.com/politics/2025/04/07/us-supreme-court-temporarily-pauses-return-maryland-deportee/
Deseret,Politics,0.2023,"""His people now admit that in their memoirs"".Who exactly?",https://www.deseret.com/politics/2025/04/08/hunter-biden-gives-up-law-license-burisma-ties-come-to-light/
Deseret,Politics,0.149,"Tell me about this “lane.”   Trumpsters demand that Congress be a rubber stamp to Trump and that judges be a rubber stamp to Trump — and that all checks and balances be thrown out the window so Trump can stomp over anyone and everyone at will.It’s been awhile since MAGAs claimed to love the constitution, hasn’t it…?  Constraints on government power can be so inconvenient..",https://www.deseret.com/politics/2025/04/08/trump-restores-the-associated-presss-white-house-access/
Deseret,Politics,0.8118,"Some folks are just brainwashed by those who support abortion, open borders, excessive spending and men playing women sports.You flat out trust them!!",https://www.deseret.com/politics/2025/04/06/utah-governor-spencer-cox-leads-trade-mission-to-canada-amid-donald-trump-tariff-trade-war/
Deseret,Politics,0.0," I’m a little behind. Was it DEI or a trans athlete that crashed the stock market?Or was it the price of eggs? ",https://www.deseret.com/politics/2025/04/08/jamieson-greer-defend-trump-tariffs/
Deseret,Politics,0.9382,"SOURCE: CAP Centers for American Progress Trump Quietly Plans To Liquidate Public Lands To Finance His Sovereign Wealth FundPresident Donald Trump's executive order to create a sovereign wealth fund requires that the United States comes up with heaps of cash quickly, which will make selling out and selling off our nations public parks and  lands irresistible.",https://www.deseret.com/politics/2025/04/07/white-house-threaten-veto-over-tariffs/
Deseret,Politics,0.9221,"It’s chilling to read how many commenters are rabidly thrilled about the implications of these kinds of barriers. Never mind what it will do to the core American values of opportunity, community, and living without fear. Just gimme what I want now, and if it hurts people I don’t care about in the process, even better.",https://www.deseret.com/politics/2025/04/10/republicans-block-noncitizens-from-voting/
Deseret,Politics,0.0,"Parade? Parade? Where is DOGE when we really need them?",https://www.deseret.com/politics/2025/04/08/mike-lee-block-union-activities-on-official-time/
Deseret,Politics,0.1606,"I was not a fan of Obama and Michelle when they were in the White House, especially since Michelle started ""meddling"" with school lunch (I was in high school at the time -- the horror!)I realize now that having these two back would be a breath of fresh air. ",https://www.deseret.com/politics/2025/04/10/michelle-obama-talked-about-divorce-rumors-in-a-podcast-appearance-with-sophia-rush/
Deseret,Politics,0.0,"Go to El Salvador Cox!",https://www.deseret.com/politics/2025/04/08/trump-tries-to-save-senate-budget-plan/
Deseret,Politics,0.5859,"A new Space Cadet commander.  How lovely.",https://www.deseret.com/u-s-world/2025/04/11/pentagon-fires-greenland-base-commander/
Deseret,Politics,-0.6808,"Pro terrorism. ",https://www.deseret.com/u-s-world/2025/04/11/court-allows-deportation-of-columbia-student-linked-to-anti-israel-rallies/
Deseret,Politics,0.1779,"Old, cheap, generic drugs that make no money for anyone.  Thanks again for proving my point. Maybe learn a few things about the world pharmaceutical market before commenting. ",https://www.deseret.com/politics/2025/04/09/trump-announces-pharmaceutical-tariffs/
Deseret,Politics,0.6966,"Something important is missing from this article : The Constitution (Article I Section 8) clearly seems to state that Congress shall impose duties (an antiquated word for ""tariff."")  When, and how, did that power get transferred away from Congress?I've tried to find the answer, but have failed so far.Has anyone else had better luck?",https://www.deseret.com/politics/2025/04/07/white-house-threaten-veto-over-tariffs/
Deseret,Politics,0.945,"This trade mission would be much more effective if our Senators in Utah would have supported the bipartisan motion supported by four Republicans and the Democrats to declare that the fentanyl emergency declared by President Trump on Canada invalid.  This was a sham used by Trump to break the covenants in the USMCA agreement and impose tariffs.  How can any nation negotiate with the US in good faith.  This was an agreement negotiated by Trump in his first term.I am disappointed that John Curtis did not break ranks and support this motion. I did not expect Mike Lee as he has he has blindly supported Trump all along. ",https://www.deseret.com/politics/2025/04/06/utah-governor-spencer-cox-leads-trade-mission-to-canada-amid-donald-trump-tariff-trade-war/
Deseret,Politics,0.1548,"The supreme Court is a total farce. It is doing just what trump said 5 years ago when he said they wanted people there for a long time that would give predictable rulings ",https://www.deseret.com/politics/2025/04/08/supreme-court-ruling-probationary-employees/
Deseret,Politics,0.5106,"It’s fun watching republicans defend a president unilaterally levying arbitrary taxes.",https://www.deseret.com/politics/2025/04/07/white-house-threaten-veto-over-tariffs/
Deseret,Politics,0.0,"What exactly was the DEI hires plan for China? A continuation of the damp sock puppet’s plan? And what exactly was that?",https://www.deseret.com/politics/2025/04/09/how-far-will-republicans-go-for-trump/
Deseret,Politics,0.7906,"a better idea is recognizing this  “ white house” the Truth.   Black is Black and White is White.Black is NOT white and  White is NOT Black…..as it is in this faux entertainment administration ofDisinformation.  ",https://www.deseret.com/politics/2025/04/09/colorado-bill-calls-misgendering-children-coercive-control-and-family-violence/
Deseret,Politics,0.5027,"So, we can't go after illegal aliens because of IRS privacy rules? Seriously?They can get away with using my data to file a bogus return, but they are protected by the IRS?Wow.She should resign.",https://www.deseret.com/politics/2025/04/09/irs-commissioner-resigns-following-ice-illegal-immigration-taxpayer-agreement/
Deseret,Politics,0.2023,"Lobbying Congress while on the clock?  OH, come on.   That's a management problem that a manager could fix immediately.   But we need a bill for this.   What a joke. ",https://www.deseret.com/politics/2025/04/08/mike-lee-block-union-activities-on-official-time/
Deseret,Politics,0.5143,"I'm not sure Congress is all that concerned. They cheerfully give away their power to the executive branch when their own party holds the White House, forgetting that someday the other party will hold it.If they're really serious, they can override a veto. Or they can declare the end of 40+ national emergencies now in effect, some of which have been active for decades. The President is invoking emergency powers now, which a previous Congress happily gave to him.Remember when the Utah legislature reined in the executive branch by declaring the end of a hyped up covid emergency? Congress could do something like that.They would sort of have to own their embarrassment, but they could do it.",https://www.deseret.com/politics/2025/04/07/white-house-threaten-veto-over-tariffs/
Deseret,Politics,0.868,"Yup.  Very much the same.  District judges should not presume to issue nationwide injunctions.  And I believe I said so at the time.  But feel free to go back and check.It is one thing for a State to ban the importation/mail-in of products not legal in that State.  Utah and some other States do that with mail-order alcohol, for example.  Such a law should be upheld....for that State.  But one State doesn't get to impose laws on other States, and district judges should not be presuming to issue nationwide orders.Is that all clear enough and non partisan enough for you?Now, will you agree with me including that this judge should not have attempted to issue a nationwide order much less an order reaching into international airspace or the interior of another, sovereign nation?  Or was your little bout of ""whataboutism"" just justification for wanting what you want?",https://www.deseret.com/politics/2025/04/08/supreme-court-ruling-probationary-employees/
Deseret,Politics,0.745,"Uuuuuuhhh that's the point! I'm sure they would WELCOME scrutiny from anyone. Scrutiny is not though banning them from the WH.All politicians AND papers should be open to scrutiny.Glad we're on the same page.",https://www.deseret.com/politics/2025/04/08/trump-restores-the-associated-presss-white-house-access/
Deseret,Politics,0.4091,"Close your eyes. Cover your years. Pretend all is well and there are bunnies, kittens and lollypops in your futures. Until there aren't. The prescription for an authoritarian takeover. Democracy had a good run. This one, longer than most. I will miss it. Many won't. ",https://www.deseret.com/politics/2025/04/11/william-f-buckley-conservatism-biography-yale/
Deseret,Politics,-0.536,"How many of the ""green projects"" funded with hundreds of millions of our taxpayer dollars have gone bankrupt? Almost all of them! Senator Curtis needs to stop grandstanding and move on with what is really good for America. (Or will repeal put the solar farm slated to be built in Utah in jeopardy? I hope so. Ironically, all those solar panels will come from China...)",https://www.deseret.com/politics/2025/04/10/curtis-joins-efforts-to-preserve-energy-credits/
Deseret,Politics,-0.4964,"So dishonest. Legal immigrants are being deported too. ",https://www.deseret.com/u-s-world/2025/04/11/court-allows-deportation-of-columbia-student-linked-to-anti-israel-rallies/
Deseret,Politics,0.4939,"Trump works for us, its about time he starts caring what we think.",https://www.deseret.com/politics/2025/04/07/white-house-threaten-veto-over-tariffs/
Deseret,Politics,0.5719,"More clickbait from DN.  California, the state Utah loves to hate.  Sure to drive lots of traffic.  I won't be back to play into their ploy.",https://www.deseret.com/politics/2025/04/08/california-governors-race-list-of-candidates-to-replace-newsom/
Deseret,Politics,-0.212,"Reality check:  This was signed into law 2.5 years ago. Do you have a Time Machine or something? How can this “increased federal spending” when it’s a tax credit program? Don’t know what actually increases actual federal spending and Trump is 100percent on board? Completely rebuilding our nuclear weapons. It will cost $1.7 trillion dollars. ",https://www.deseret.com/politics/2025/04/10/curtis-joins-efforts-to-preserve-energy-credits/
Deseret,Politics,0.7184,"Lucky for me that's a hypothetical I'll never actually have to face. Krasnov would never do anything to cure childhood cancer, as evidenced by the fact that he actually cut funding for research into curing childhood cancer.<a href=""https://www.statnews.com/2025/03/24/trump-cancer-research-funding-cuts-patients-researchers-worried/"" target=""_blank"" rel=""noopener noreferrer ugc"" class=""coral-comment-content-link"">https://www.statnews.com/2025/03/24/trump-cancer-research-funding-cuts-patients-researchers-worried/Also, I notice you just kind of skipped over the part of my post where I mentioned that Republicans are getting slaughtered in special elections right now. The Democratic party is a mess right now and they're still beating Republicans all over the country. Democrats have overperformed in 14 of 16 special elections so far, and have improved their results by 12 points over last fall. Get ready for a Republican beatdown like you've never seen before at the next midterms.<a href=""https://www.nbcnews.com/politics/elections/democratic-performance-improving-slew-special-elections-weary-party-lo-rcna198984"" target=""_blank"" rel=""noopener noreferrer ugc"" class=""coral-comment-content-link"">https://www.nbcnews.com/politics/elections/democratic-performance-improving-slew-special-elections-weary-party-lo-rcna198984",https://www.deseret.com/politics/2025/04/09/republicans-swuash-efforts-to-end-tariffs/
Deseret,Politics,0.9417,"You be specific. Why should any firm enjoy special access to government buildings and personnel, or to host a classified facility on their property when the vast majority of law firms don't get to?What happened to your love of equal protection? If one for four firms get these privileges why don't we have to give the same benefits to every law firm that asks?",https://www.deseret.com/politics/2025/04/10/trump-executive-order-susman-godfrey-miles-taylor-christopher-krebs/
Deseret,Politics,0.8656,"So, yes, she's separating and getting ready to divorce. It's not hard to say, ""I love my husband and we are not divorcing, I'm just putting more time into my wants and needs at the moment."" The fact that she couldn't do that tells you all you need to know. ",https://www.deseret.com/politics/2025/04/10/michelle-obama-talked-about-divorce-rumors-in-a-podcast-appearance-with-sophia-rush/
Deseret,Sports,0.7964,"#1s rarely complete the season... so having a quality #2 is important for the Utes.So depends on how ""Quality"" the OTHER #2 is.   There's a good chance he could play THIS year if he doesn't red shirt.",https://www.deseret.com/sports/2025/04/10/isaac-wilson-why-he-returned-to-utah-football/
Deseret,Sports,0.9731,"This was a remark from Demin, but it could have been said by Howard S., Arizonaute, SFgiants, etc. They have a deep obsession(or love?) of the school. Please enjoy:“BYU was pulling me back. My heart was pulling me back here because I just love this place so much. Everything and everybody here mean everything to me.”",https://www.deseret.com/sports/2025/04/09/egor-demin-aj-dybantsa-reppin-byu-priceless/
Deseret,Sports,0.2299,"Go Danny. You tanked the entire season for other teams with better records to have an 86% chance of jumping to the top of the lottery. Danny, those are not good odds for you to draft Cooper. Matter of fact, you are most likely not going to win the lottery by a major number.",https://www.deseret.com/sports/2025/04/07/nba-draft-lotter-how-it-works/
Deseret,Sports,-0.34,"Another 1 and done kid that moves on and disappears. He will have cash in his pocket which is really what its all about anyway.",https://www.deseret.com/sports/2025/04/08/byu-basketball-analysis-egor-demin-nba-draft-cougars-kevin-young-program/
Deseret,Sports,0.7845,"Great reply.  Lol",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.7177,"I hope the rumors are true.  He would be a big pick-up for the Cougs!I can't imagine ND doesn't have plenty of NIL, why don't they use is?",https://www.deseret.com/sports/2025/04/08/byu-basketball-analysis-egor-demin-nba-draft-cougars-kevin-young-program/
Deseret,Sports,0.9896,"Please provide factual data to substantiate your claim that KY and BYU have significant NIL money.This topic was discussed on a sports program, where Travis Hansen mentioned that Demin turned down a larger financial offer from Arkansas to join BYU. Why? It wasn't just about money—he felt more at ease with the coaches. KY has a strong reputation for grooming players for the NBA (just ask some Phoenix Suns players), and BYU's coaching staff has worked hard to foster a team culture that attracts players by creating a positive and inviting environment.The same holds true for BYU's football program. Yes, they do receive NIL funding, which comes from donors (not just Ryan Smith) and passionate fans. Therefore, I kindly ask that you refrain from sharing inaccurate information.As for Notre Dame, the team you often praise? Their NIL fund they use is $7.1 million. BYU is nowhere near that amount.",https://www.deseret.com/sports/2025/04/09/byu-football-brock-harris-commit-big-deal/
Deseret,Sports,0.0,"Wilson's riding the pine come September. Guaranteed.",https://www.deseret.com/sports/2025/04/10/isaac-wilson-why-he-returned-to-utah-football/
Deseret,Sports,0.8433,"It's all about it's Demin's decision to make... not anyone else's decision, best of luck!!!",https://www.deseret.com/sports/2025/04/08/why-teenager-egor-demin-ultimately-decided-to-declare-for-the-nba-draft/
Deseret,Sports,0.6422,"Poetic Justice would be to have the architects of this Jazz mess for the past three years getting the 5th pick after what they've done to this franchise. Doing it especially this current season to get Flagg has been even more disturbing. The kid looks really good at the college level, but that doesn't always mean he might be nothing more than an OK pro. Hope I'm wrong.",https://www.deseret.com/sports/2025/04/07/nba-draft-lotter-how-it-works/
Deseret,Sports,0.8885,"I know this is a bit off topic, but I hope Demin call tell Dawn Staley what a great place Brigham Young University is.",https://www.deseret.com/sports/2025/04/08/why-teenager-egor-demin-ultimately-decided-to-declare-for-the-nba-draft/
Deseret,Sports,-0.3865,"He wasn't a very good college player. Danny boy will draft him with the #5 pick.",https://www.deseret.com/sports/2025/04/08/why-teenager-egor-demin-ultimately-decided-to-declare-for-the-nba-draft/
Deseret,Sports,-0.5362,"So, he separates his money, so as not to give the wrong source to the zoobs?  What?",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.431,"The attraction is the $$$$.This latest kid signed for 3.5 mm before even visiting the school….It was literally 100% about the money….He could’ve just as easily reached all of his future professional goals in Waco….In fact, he’d just agreed to [&amp; preferred to] remain there for a lesser 7 figure deal, but his father insisted on the bigger payday in Provo….That was it—A larger bag, not a preferred destination.Don’t pretend it was for any other reason….That’s absurd.",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.5106,"That's a lie and we all know it.  You'd do it for 10 bucks and a free t-shirt.#LittleBrotherComplex ",https://www.deseret.com/sports/2025/04/09/egor-demin-aj-dybantsa-reppin-byu-priceless/
Deseret,Sports,0.6249,"Jay Hill is pure winner. No excuses, just keep working hard with enthusiasm.",https://www.deseret.com/sports/2025/04/11/byu-cougars-jay-hill-explains-reason-he-stayed-at-byu/
Deseret,Sports,0.508,"Utah fans are the ones that keep bringing up 1984 football! I was talking about men's basketball! Hilarious ",https://www.deseret.com/sports/2025/04/11/martin-schiller-utah-basketball-assistant-coach/
Deseret,Sports,-0.4098,"Oh Howy boy, how do you think Jensen is gonna fill the nine vacancies at Utah right now? Magically through the portal with no monies paid ??  ",https://www.deseret.com/sports/2025/04/11/baylor-point-guard-robert-wright-made-visit-to-byu-friday/
Deseret,Sports,0.5574,"NM State football is a joke. The two big high schools (Mayfield and Las Cruces High) go at it on a Friday night and they pack the stadium. Then the Aggies play Oregon St on a Saturday and the stadium is 3/4 empty…..sigh. ",https://www.deseret.com/sports/2025/04/09/pac-12-conference-expansion-reason-to-worry/
Deseret,Sports,0.8655,"Love it! Wright should be an excellent fit for this offense. BYU is making moves. ",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.7332,"Sour grapes makes great whine!!! How come the self-appointed TE ""U"" was not able to seal the deal for the #1 Utah HS recruit and #5 TE National recruit? Hilarious ",https://www.deseret.com/sports/2025/04/07/tight-end-brock-harris-commits-to-byu-football/
Deseret,Sports,0.4404,"And the good news continues:",https://www.deseret.com/sports/2025/04/11/baylor-point-guard-robert-wright-made-visit-to-byu-friday/
Deseret,Sports,0.4019,"Hopefully, the coaches will remember what a tight end is for while he is on his mission.",https://www.deseret.com/sports/2025/04/07/tight-end-brock-harris-commits-to-byu-football/
Deseret,Sports,0.9705,"Hindsight is invariably 20/20, but I'll say it again and again. Markkanen's contract is the biggest blunder since the Jazz decided to sell off a really good team. Filipowski is already a better player than he is in every category, and he will be one of the top ten players in this league within 2-3 years. And his passing? It's not just good. It's excellent. More than a few of his passes have been Jokic-esque.If the team keeps him, we can be reasonably comfortable in their plans to be good. If they don't, bet the last dollar you possess that this team has only one goal in mind: money. ",https://www.deseret.com/sports/2025/04/10/utah-jazz-kyle-filipowski-offers-glimpse-of-potential/
Deseret,Sports,0.0,"Several others including Walker Lyons have served 18 month missions to accommodate football schedules ",https://www.deseret.com/sports/2025/04/07/tight-end-brock-harris-commits-to-byu-football/
Deseret,Sports,0.3506,"The UteFan narrative that the ONLY reason any basketball talent would choose the Cougs is NIL is flawed, ridiculous and jealous. Where is the outrage for all of these upstart SEC schools “buying talent” so that they can compete for Sweet 16’s, Final Fours or National Championships?Top talent is requiring competitive NIL deals from the traditional Blue Blood schools too.  It’s just table stakes. No player is giving Duke, NC, Kentucky, Kansas, Houston, Arizona, U Conn et al an NIL discount because of their history?KY is building a program that is competing in NIL AND has other unique competitive advantages to attract the right talent (and particularly appeal to their parents) to compete at the highest level. It’s not like EVERY McDonald’s All American is on the Cougar Roster. Silly, jealous UteFan.",https://www.deseret.com/sports/2025/04/09/nba-bound-egor-demin-byu-experience-about-much-more-than-nil-money/
Deseret,Sports,0.0,"We all know that if U had boosters with more cash and less truck leases, and if the shoes were on Ur feet, Ur song would be different.We all know it, and you're demonstrating it.",https://www.deseret.com/sports/2025/04/09/egor-demin-aj-dybantsa-reppin-byu-priceless/
Deseret,Sports,0.5538,"You don't have the right stuff!!! Hilarious ",https://www.deseret.com/sports/2025/04/09/egor-demin-aj-dybantsa-reppin-byu-priceless/
Deseret,Sports,0.0,"It will never happen. Though it should.",https://www.deseret.com/sports/2025/04/11/how-bout-this-jazz-dan-roberts-calls-his-final-game/
Deseret,Sports,0.9933,"So, here is where we agree. I think Retzy will improve and I believe BYU may be better than last season.  But certainly not at every position.AND....that doesn't mean they will win more, or even as many games as last season.  THAT is my point.  10-2 is a great goal.  And you have your opinion, which you are fully entitled to.  With the truly lucky way they won many of their games in 2024, I'd be shocked if BYU went 10-2, in 2025.  Retzlaff would have to dramatically improve for that to happen.  I like Retzlaff the person and the leader.  That goes a long way.  And this is going to flip your lid, but it's more likely that Dampier is in the Heisman conversation than Retzlaff. And I'd give Utah a better chance of winning the B12 than BYU.  And I am not predicting Utah wins it.   ",https://www.deseret.com/sports/2025/04/06/byu-football-cougars-jake-retzlaff-heisman-ceremony-trophy-winner-odds/
Deseret,Sports,0.0,"I think the Utah Jazz should be renamed the Utah Tankers.",https://www.deseret.com/sports/2025/04/06/atlanta-hawks-beat-utah-jazz/
Deseret,Sports,-0.7268,"Exactly.  How bad can things be when you have your heated rival backed up to the 1 yard line with 4th and 10 and 90 seconds left and you sack the QB in a home game where you are ahead and the home crowd is bringing the house down?It just can't get any better than that!",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.68,"#13 is well deserved. It was an exciting season. Go Cougs!",https://www.deseret.com/sports/2025/04/08/byu-basketball-2025-final-ap-poll/
Deseret,Sports,0.9349,"His dad is a great guy who coached  van horn,miller,Mottola and Jensen during the glory years.let us hope Eric can bring some of that Utah state success down to salt lake.",https://www.deseret.com/sports/2025/04/10/report-eric-daniels-utah-basketball-staff-alex-jensen/
Deseret,Sports,0.8126,"Interesting. Wish him luck and greener pastures.",https://www.deseret.com/sports/2025/04/09/dallin-hall-commits-to-virginia-byu-basketball/
Deseret,Sports,0.9559,"Congrats to the young man always pretty cool to play for the school your Dad played for, good luck to him, you never know what can happen in two years.",https://www.deseret.com/sports/2025/04/07/tight-end-brock-harris-commits-to-byu-football/
Deseret,Sports,0.931,"Definitely a much better season/experience (imo) than I expected at the start of this, good luck moving forward and thanks to the team and fans for making it happen.",https://www.deseret.com/sports/2025/04/11/utah-hockey-club-loses-4-3-to-nashville-predators-in-shootout/
Deseret,Sports,0.7345,"Huge for Coach Cummard. Woolston left in May/24 so she will need time to be ready. This Hamlin girl is a real star! Gibb can switch to point. Lee has Traore coming in as well. ",https://www.deseret.com/sports/2025/04/11/olivia-hamlin-commits-to-byu-womens-basketball/
Deseret,Sports,0.9455,"Hope the kid stays another year. It will do him well to enjoy the friendships and fun being at BYU. Living here is not all that bad!",https://www.deseret.com/sports/2025/04/07/egor-demin-to-announce-plans-byu-basketball-2025-nba-draft/
Deseret,Sports,0.904,"A couple of things: First, you have to be seriously crazy to pay MLB prices to watch minor league baseball. Tickets are down all over the MLB, and the Millers are trying to get fans to pay for the move to a new location, wake up. Secondly, the site they choose to build is very incovenient for most of the valley. Infistructure is not ready to handle traffic to get to Daybreak, and folks, we live in the west, Trax is nice but not the answer for people who like the freedom of driving to the game. Lastly, the Millers are banking on the west side for attendence and buying hot dogs and drinks. After 5 years, and smell of fresh paint fading, the attendence will go back what they drew on 13th south! ",https://www.deseret.com/sports/2025/04/08/salt-lake-bees-new-daybreak-ballpark-review/
Deseret,Sports,0.7425,"What amazes me is that you are ""100% "" about all your clown comments related to BYU.  Every comment is ""100%"".  Really helpful to have someone so in the know about all things BYU.  Yawn.  ",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.4939,"BYU's biggest star this year is a returned missionary from Riverton, Utah. They'll still attract the best LDS talent. But, I can see why this trend is alarming to the haters. BYU looks like they could be a legitimate Final Four contender, and Kevin Young is just getting started. ",https://www.deseret.com/sports/2025/04/10/byu-basketball-adds-baylor-transfer-robert-wright/
Deseret,Sports,0.8777,"5.5 assists per game is actually very good for the college level. You also need to remember, in order for it to be an assist, the other guy needs to make the shot. Demin can pass. He'll have great shooters to pass to on an NBA team. Ideally.",https://www.deseret.com/sports/2025/04/08/byu-basketball-analysis-egor-demin-nba-draft-cougars-kevin-young-program/
Deseret,Sports,0.0,"NMSU is NOT getting invited to the PAC12, they couldn't even get themselves invited to the MWC.  Also, look for the PAC to add St. Mary's before all is said and done. ",https://www.deseret.com/sports/2025/04/09/pac-12-conference-expansion-reason-to-worry/
Deseret,Sports,0.7506,"I agree, Cam and Ute fans were saying the same things the last two years. Funny how Ute fans loved the guy till he got hurt playing for their team. They dropped him like toxic waste.",https://www.deseret.com/sports/2025/04/06/byu-football-cougars-jake-retzlaff-heisman-ceremony-trophy-winner-odds/
Deseret,Sports,0.7628,"Jake reminds me a bit of Ty Detmer with more mobility. High Risk. High Reward. High interceptions. When they are great, they are great but...",https://www.deseret.com/sports/2025/04/06/byu-football-cougars-jake-retzlaff-heisman-ceremony-trophy-winner-odds/
Deseret,Sports,0.0,"Anyone who actually ""compares"" IW to Steve Young hasn't a clue.Next.",https://www.deseret.com/sports/2025/04/10/isaac-wilson-why-he-returned-to-utah-football/
